title,company_name,job_description,job_requirments,location
Software Engineer Graduate Intern,Dell Technologies,"['Be part of a creative team that works on automation projects.', 'Participate in project lifecycle from requirements gathering and implementation to project delivery', 'Use the most efficient method or develop a method to Add, update, remove and correct Install Base data records, based on reports, cross-functional analysis, metrics, or KPIs, while complying with the operational standards and procedures.', 'Oversee keeping Install Base data up to date to match the dynamic business changes as well as physical changes that occur in Dell products possessed by any customer. ', 'Analyzes data and reporting to identify trends, systemic gaps, scoping and targeting impacted data records.', 'Trace products’ data flow in several Information systems through the product lifecycle and different information systems, deducing comparative analysis between large data sets.', 'Proactively explore opportunities of continuous improvements for the data quality through identifying data errors; investigating to determine root causes and proposing solutions (data cleanup projects, system enhancements, automation…).', ""Contributes to the development of the organization's goals and objectives. "", 'Frequent inter-organizational and outside customer contacts. ', 'Collaboration across multiple business units for business initiatives. ', 'Represents the organization on projects and may perform in a project leadership role and/or may supervise the activities of lower-level personnel (exempt professional and non-exempt).', 'Works under limited direction. Determines and develops an approach to solutions. ', 'Work on several information systems (Oracle, SAP, Salesforce…) and use a variety of tools including complex searches and queries and running macros and scripts.']","['Fresh Graduates/ Master’s Student', 'Systems thinking and understanding workflows.', 'Analytical thinking, Innovative.', 'Communication skills (spoken and written fluency).', 'Database querying across multiple databases (SQL or similar).', 'Robotics Process Automation, macros, front-end automation scripting,', 'programming languages (Java, C++, Python, Go or JavaScript….)', 'Critical eye for Systems testing (User Acceptance Testing)', 'Knowledge of user interface design and prototyping', 'Knowledge of object-oriented programming, Microservices, REST API design, React, and databases', 'Good knowledge of container technologies and Kubernetes', 'Good knowledge in scheduling and cost sizing for software development projects of medium complexity', 'Knowledge of CI/CD']",القاهرة القاهرة مصر
Software Engineer Graduate Intern,Dell Technologies,"['Be part of a creative team that works on automation projects.', 'Participate in project lifecycle from requirements gathering and implementation to project delivery', 'Use the most efficient method or develop a method to Add, update, remove and correct Install Base data records, based on reports, cross-functional analysis, metrics, or KPIs, while complying with the operational standards and procedures.', 'Oversee keeping Install Base data up to date to match the dynamic business changes as well as physical changes that occur in Dell products possessed by any customer. ', 'Analyzes data and reporting to identify trends, systemic gaps, scoping and targeting impacted data records.', 'Trace products’ data flow in several Information systems through the product lifecycle and different information systems, deducing comparative analysis between large data sets.', 'Proactively explore opportunities of continuous improvements for the data quality through identifying data errors; investigating to determine root causes and proposing solutions (data cleanup projects, system enhancements, automation…).', ""Contributes to the development of the organization's goals and objectives. "", 'Frequent inter-organizational and outside customer contacts. ', 'Collaboration across multiple business units for business initiatives. ', 'Represents the organization on projects and may perform in a project leadership role and/or may supervise the activities of lower-level personnel (exempt professional and non-exempt).', 'Works under limited direction. Determines and develops an approach to solutions. ', 'Work on several information systems (Oracle, SAP, Salesforce…) and use a variety of tools including complex searches and queries and running macros and scripts.']","['Fresh Graduates/ Master’s Student', 'Systems thinking and understanding workflows.', 'Analytical thinking, Innovative.', 'Communication skills (spoken and written fluency).', 'Database querying across multiple databases (SQL or similar).', 'Robotics Process Automation, macros, front-end automation scripting,', 'programming languages (Java, C++, Python, Go or JavaScript….)', 'Critical eye for Systems testing (User Acceptance Testing)', 'Knowledge of user interface design and prototyping', 'Knowledge of object-oriented programming, Microservices, REST API design, React, and databases', 'Good knowledge of container technologies and Kubernetes', 'Good knowledge in scheduling and cost sizing for software development projects of medium complexity', 'Knowledge of CI/CD']",القاهرة القاهرة مصر
AI Engineer,PaxeraHealth,"['Develops required machine learning models or prototype applications, applying formulated AI recipes and verifying the problem/solution fit.', 'Understands the challenges in medical imaging and using state of the art solutions in AI and DL.', 'Participates in building new experiences, improves existing products, ensures quality assurance test designs and contributes to test systems architecture discussions.', 'Works alongside leading innovators in the field of deep learning and health care, plays a critical role in algorithm development.', 'Analyzes and evaluates data and builds deep networks to detect or predict features, while effectively balancing quality, availability, timeliness and cost factors.']","['2-3 years of AI/ML experience with a degree in a quantitative fields like Computer Science, data science, Engineering or related field required, with a significant focus on deep learning.', 'BA/BS degree in computer science or related discipline is required, MS degree is preferred.', 'Good command of the English language required (spoken and written).']",الجيزة أكتوبر 6 مصر
Python Developer with ERPNext and Frappe Experience,Idea ICT,"['Python senior developer of experience with #odoo #erpnext', 'Job details:', 'ERPNext experience is a must', 'Coordinating with development team to determine application requirements.', 'Writing scalable code using Python programming language.', 'Testing and debugging applications.', 'Developing back-end components.', 'Integrating user-facing elements using server-side logic.', 'Assessing and prioritizing client feature requests.', 'Integrating data storage solutions.', 'Coordinating with front-end developers.', 'Reprogramming existing databases to improve functionality.']","['Full time, ', '5 working days and 8 Hours Daily Including', 'Working from the office', 'Location: Sarwat,Alexandria.', 'Benefits: ', 'Competitive salary ', 'insurance']",الاسكندرية مصر
Machine Learning Engineer,Tribal,"['Understand DevOps and maintain machine learning models within the Data Science team and develop different production streams for them', 'Build APIs and web interfaces to better utilize Machine Learning (ML) models and internal tools', 'Research new trends in ML production/deployment technologies and build Proof of Concepts (PoC) that can potentially be the foundation of a new data science product or improving a current one', 'Optimize our current processes and propose improvements', 'Partner with other Data Scientists and Engineers to build complex products and solutions']","['3+ years of experience in developing software using Python, building custom modules and packages using Object Oriented programming', 'Strong Experienced with Docker and Kubernetes', 'Familiar with Data Science concepts and algorithms including Supervised and Unsupervised Learning', 'Strong understanding of Git and CI/CD ', 'Strong experience in deploying ML models in the cloud (e.g. AWS and GCP)', 'Experienced with AWS and services like EC2, ECR, EKS, Fargate, and Sagemaker', 'Experience with infrastructure as code (Cloudformation and Terraform)', 'Strong quantitative analysis skills and a data driven approach to problem solving', 'Fluent in English required', 'Agile, flexible, and responsive approach to work. ', 'Enthusiastic, positive, friendly and a great sense of humor!']",القاهرة القاهرة مصر
Data Analyst,Cornerstone Recruitment MENA,"['\n\n            مستوى الأقدمية\n          \n\n            مستوى متوسط الأقدمية\n          \n', '\n\n          نوع التوظيف\n        \n\n          دوام كامل\n        \n', '\n\n            المهام الوظيفية\n          \n\n            تكنولوجيا المعلومات\n          \n', '\n\n            المجالات\n          \n\n          الاستخدام والتوظيف\n          \n']","['\nLinkedIn\n\n© 2022\n', '\n\n          \n          نبذة عني\n        \n        \n', '\n\n          \n          إمكانية الوصول\n        \n        \n', '\n\n          \n          اتفاقية المستخدم\n        \n        \n', '\n\n          \n          سياسة الخصوصية\n        \n        \n', '\n\n          \n          سياسة ملفات تعريف الارتباط\n        \n        \n', '\n\n          \n          سياسة حقوق النشر\n        \n        \n', '\n\n          \n          سياسة العلامة التجارية\n        \n        \n', '\n\n          \n            إعدادات إدارة الضيوف\n          \n        \n', '\n\n          \n          إرشادات المجتمع\n        \n        \n', '\n\n\n\n\n\n\nالعربية (العربية)\n\n\n\n\n\n                Čeština (التشيكية)\n            \n\n\n\n\n                Dansk (الدنمركية)\n            \n\n\n\n\n                Deutsch (الألمانية)\n            \n\n\n\n\n                English (الإنجليزية)\n            \n\n\n\n\n                Español (الإسبانية)\n            \n\n\n\n\n                Français (الفرنسية)\n            \n\n\n\n\n                हिंदी (الهندية)\n            \n\n\n\n\n                Bahasa Indonesia (بهاسا إندونيسيا)\n            \n\n\n\n\n                Italiano (الإيطالية)\n            \n\n\n\n\n                日本語 (اليابانية)\n            \n\n\n\n\n                한국어 (الكورية)\n            \n\n\n\n\n                Bahasa Malaysia (الماليزية)\n            \n\n\n\n\n                Nederlands (الهولندية)\n            \n\n\n\n\n                Norsk (النرويجية)\n            \n\n\n\n\n                Polski (البولندية)\n            \n\n\n\n\n                Português (البرتغالية)\n            \n\n\n\n\n                Română (الرومانية)\n            \n\n\n\n\n                Русский (الروسية)\n            \n\n\n\n\n                Svenska (السويدية)\n            \n\n\n\n\n                ภาษาไทย (التايلاندية)\n            \n\n\n\n\n                Tagalog (التاغلوغية)\n            \n\n\n\n\n                Türkçe (التركية)\n            \n\n\n\n\n                Українська (الأوكرانية)\n            \n\n\n\n\n                简体中文 (الصينية المبسطة)\n            \n\n\n\n\n                正體中文 (الصينية التقليدية)\n            \n\n\n\n\n            اللغة\n          \n\n\n\n', '\n\n\nالعربية (العربية)\n\n', '\n\n\n                Čeština (التشيكية)\n            \n', '\n\n\n                Dansk (الدنمركية)\n            \n', '\n\n\n                Deutsch (الألمانية)\n            \n', '\n\n\n                English (الإنجليزية)\n            \n', '\n\n\n                Español (الإسبانية)\n            \n', '\n\n\n                Français (الفرنسية)\n            \n', '\n\n\n                हिंदी (الهندية)\n            \n', '\n\n\n                Bahasa Indonesia (بهاسا إندونيسيا)\n            \n', '\n\n\n                Italiano (الإيطالية)\n            \n', '\n\n\n                日本語 (اليابانية)\n            \n', '\n\n\n                한국어 (الكورية)\n            \n', '\n\n\n                Bahasa Malaysia (الماليزية)\n            \n', '\n\n\n                Nederlands (الهولندية)\n            \n', '\n\n\n                Norsk (النرويجية)\n            \n', '\n\n\n                Polski (البولندية)\n            \n', '\n\n\n                Português (البرتغالية)\n            \n', '\n\n\n                Română (الرومانية)\n            \n', '\n\n\n                Русский (الروسية)\n            \n', '\n\n\n                Svenska (السويدية)\n            \n', '\n\n\n                ภาษาไทย (التايلاندية)\n            \n', '\n\n\n                Tagalog (التاغلوغية)\n            \n', '\n\n\n                Türkçe (التركية)\n            \n', '\n\n\n                Українська (الأوكرانية)\n            \n', '\n\n\n                简体中文 (الصينية المبسطة)\n            \n', '\n\n\n                正體中文 (الصينية التقليدية)\n            \n']",القاهرة مصر
Algorithm Development System Engineer,VOYɅNCE,"['Possess a BS in engineering, mathematics, applied mathematics, physics, or related technical field.', 'Have relevant experience applying signal processing techniques to time series data', 'Strong Mathematical background.', 'Are proficient in MATLAB, Python, or similar programming languages for algorithm development or data analysis.', 'Demonstrate strong communication and interpersonal skills. Are comfortable writing and presenting about technical topics to peers, managers, and government sponsors.']","['Possess a MS or PhD in engineering, mathematics, applied mathematics, physics, or related technical field.', 'Have experience applying signal processing, machine learning, or artificial intelligence techniques to Medical images.', 'Have experience with advanced signal processing techniques.', 'Have experience in technical task leadership.', 'Have exceptional troubleshooting, debugging, and problem-solving skills.', 'Self-starter mentality with excellent communication skills.', 'Pay attention to details.']",القاهرة القاهرة الجديدة مصر
Data Engineer,Fugro,"['Possess a Bachelor’s Degrees Civil Engineering, or Architecture Engineering, Geomatics, or equivalent.', 'From 1-2 years of work experience in ArcGIS experience, fresh gradates are also welcomed, through industry or university coursework related to geology and engineering.', 'Completion of a GIS Certificate Program preferred.', 'Knowledge of AutoCAD, SQL, VB, Python Scripting preferred.', 'Relational Database Management system administration and database design skills preferred.', 'Proficient user of MS Office Suite; advanced skill level in ArcGIS, Global Mapper, etc.; knowledge of Graphic design software (such as CorelDraw, Adobe, etc.) preferred. ']","['\n\n            مستوى الأقدمية\n          \n\n            مستوى المبتدئين\n          \n', '\n\n          نوع التوظيف\n        \n\n          دوام كامل\n        \n', '\n\n            المهام الوظيفية\n          \n\n            تكنولوجيا المعلومات\n          \n', '\n\n            المجالات\n          \n\n          الهندسة المدنية\n          \n']",القاهرة القاهرة مصر
Data Analyst-Fintech,MaxAB,"['Interpret data, analyze results using statistical techniques and provide ongoing reports', 'Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality', 'Acquire data from primary or secondary data sources and maintain databases/data systems', 'Identify, analyze, and interpret trends or patterns in complex data sets', 'Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems', 'Work with management to prioritize business and information needs', 'Locate and define new process improvement opportunities']","['BS in Mathematics, Economics, Computer Science, Information Management or Statistics', '1-3 years of relevant experience.', 'Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc).', 'Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, etc)', 'Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy']",القاهرة القاهرة مصر
AI/ML (Artificial Intelligence/Machine Learning) Lead,Arrow Electronics,"['Lead, mentor, and advise the ML team members.', 'Identify the most effective architectures and models to solve complex data problems.', 'Research and implement appropriate ML algorithms and tools using deep learning and artificial neural networks.', 'Designing AI/ML pipelines.', 'Extend existing ML libraries and frameworks.', 'The document, summarize and present findings to a group of peers and stakeholders across multiple projects.']","[""Bachelor's degree in Statistics, Computer Science, or in an Engineering or Sciences discipline or related degree"", 'At least 5 years experience in analytics, data science, ML Engineering', 'At least 1-2 years of experience leading, mentoring, and developing either Machine Learning, Data Science, or Analytics practitioners.', 'Experience with building and deploying a range of deep learning models into production ', 'Experience with Cloud Services - Amazon Web Services (AWS)', 'Highly proficient in ML and Deep learning algorithms with a hands-on project.', 'Strong experience working with big data tools: Hadoop, Spark, Kafka, etc.', 'Extensive Python experience required.', 'Experience with Agile tools like Jira.', 'Able to communicate technical issues with technical & non-technical stakeholders.', 'Ability to quickly prototype ideas and solve complex problems by adapting creative approaches,']",القاهرة القاهرة مصر
Data Scientist,Teradata,"['Highly self-motivated', 'Independent', 'Keen on learning and continuous self-development', 'Challengers of assumptions and status quo']","['Perform all the phases of a data science project business understanding, data understanding and preparation, exploratory analysis, modeling, model evaluation, communicating results and business value of a model to the client and finally deploying your data product.', 'Follow team development processes.', 'Based on the nature of the project and the available tools, quickly learn and adapt to different technologies and tools than the ones you are used to.']",القاهرة القاهرة مصر
Data Analyst,Koinz,"['Act as the first point of contact to answer all business data queries.', 'Develop effective reporting solutions by utilizing engineering best practices and using various BI tools.', 'Participate in continuous improvement of these reporting solutions.', 'Drive and support your designated business unit by converting complex data and findings into understandable tables, graphs, and written reports.', 'Present appropriate analysis and commentary to technical and non-technical audiences.', 'Gain subject matter expertise and help define appropriate key metrics for the business unit and discover untapped areas for business improvement.', 'Provide concrete data-driven insights.', 'Test and communicate new features to users.', 'Run regular data integrity audits.', 'Devise and evaluate methods for collecting data, such as surveys, questionnaires, and opinion polls.', 'Gather data about consumers, competitors, and market conditions.']","['Hold a university degree in Computer Engineering, Computer Science, or equivalent.', 'Have 1-3 years of experience in a related field.', 'Experience in business intelligence and visualization tools creating management dashboards.', 'Experience in writing SQL queries against large amounts of data and Tableau.']",القاهرة مصر
5G Senior Data Scientist,Dell Technologies,"['Identify use cases with domain experts to use ML to optimize RAN operations.', 'Research through papers to study existing solutions.', 'Search for open-source datasets for use in training models.', 'Present/demo findings & results to stakeholders with different backgrounds.', 'Communicate & pair with the team on integrating ML components into the application.', 'Communicate with other stakeholders to generate new opportunities ', 'Build an MLOPS infrastructure to prepare the AI components for the telecom apps ']","['7+ years of relevant experience', 'Strong Mathematical background (Calculus, Linear Algebra, Probability & Stats)', 'Programming skills (Python, Go, C++, etc.) No specific preference for languages.', 'Problem Solving Skills', 'Machine Learning (Supervised & Unsupervised learning)', 'Deep Learning knowledge', 'Data Analytics', 'MLOPS hands-on experience', 'Hands-on deep learning experience', 'Knowledge of advanced deep learning concepts (transfer learning, different architectures)', 'Experienced with Git']",القاهرة القاهرة مصر
"GRADUATE SOFTWARE ENGINEER - Dubai, UAE",Cobblestone Energy,"['Competitive remuneration, with fast progression for strong performers. ', 'A challenging but exciting, open, and fun work environment. ', 'An opportunity to work with remarkably talented colleagues. ', 'Vast growth potential in every aspect. ', '15% target bonus with further upside. ', 'Employee share scheme participation ', 'International relocation support ', 'Opportunity to be embedded within a commercial team for those with strong commercial interest ']","['Write software applications and programs for backend/frontend purposes. ', 'Analyse programs and apps to improve their features and functionalities. ', 'Test & debug programs and fix any reported bugs. ', 'Collaborate with the tech team to improve the performance, efficiency, and scalability of our tools. ']",القاهرة القاهرة مصر
5G Senior Data Scientist,Dell Technologies,"['Identify use cases with domain experts to use ML to optimize RAN operations.', 'Research through papers to study existing solutions.', 'Search for open-source datasets for use in training models.', 'Present/demo findings & results to stakeholders with different backgrounds.', 'Communicate & pair with the team on integrating ML components into the application.', 'Communicate with other stakeholders to generate new opportunities ', 'Build an MLOPS infrastructure to prepare the AI components for the telecom apps ']","['7+ years of relevant experience', 'Strong Mathematical background (Calculus, Linear Algebra, Probability & Stats)', 'Programming skills (Python, Go, C++, etc.) No specific preference for languages.', 'Problem Solving Skills', 'Machine Learning (Supervised & Unsupervised learning)', 'Deep Learning knowledge', 'Data Analytics', 'MLOPS hands-on experience', 'Hands-on deep learning experience', 'Knowledge of advanced deep learning concepts (transfer learning, different architectures)', 'Experienced with Git']",القاهرة القاهرة مصر
Remote Backend Python Developer (2) Jobs,Turing.com,"['Understand and follow standardized software engineering processes to design, develop, document, review, test, analyze, and release code', 'Collaborate with cross-functional teams to deliver and maintain a high-quality product', 'Write high-quality code with good test coverage using modern techniques and frameworks', 'Build creative software solutions', 'Keep up to date with cutting-edge technologies']","['Bachelor’s/Master’s degree in Computer Science (or equivalent experience)', 'Must have a strong background in Data Science and/or Machine Learning', '4+ years of experience in Python', 'Working experience with AWS and Django', 'Knowledge of MongoDB, MYSQL, and GCP is nice to have', 'Must be skilled at Data Engineering and all related technologies and frameworks', 'Must be skilled working with Python ML packages and frameworks (PyTorch, sci-kit-learn, Keras, TensorFlow)', 'Experience developing and implementing end-to-end NLP and Computer Vision models is nice to have', 'Prior experience deploying production-level ML code and models on services or frameworks (SageMaker, Heroku, Flask)', 'Excellent communication and interpersonal skills']",مصر
"GRADUATE SOFTWARE ENGINEER - Dubai, UAE",Cobblestone Energy,"['Competitive remuneration, with fast progression for strong performers. ', 'A challenging but exciting, open, and fun work environment. ', 'An opportunity to work with remarkably talented colleagues. ', 'Vast growth potential in every aspect. ', '15% target bonus with further upside. ', 'Employee share scheme participation ', 'International relocation support ', 'Opportunity to be embedded within a commercial team for those with strong commercial interest ']","['Write software applications and programs for backend/frontend purposes. ', 'Analyse programs and apps to improve their features and functionalities. ', 'Test & debug programs and fix any reported bugs. ', 'Collaborate with the tech team to improve the performance, efficiency, and scalability of our tools. ']",الجيزة الجيزة مصر
Software Quality Assurance Tester,Nrsen Trading,"['+2 years of experience as a Software Tester or similar role.', 'Up-to-date knowledge of software test design and testing methodologies.', 'Working knowledge of programming.', 'Web Application Testing.', 'Mobile Applications Testing.', 'Excellent communication and critical thinking skills.', 'Good organizational skills and detail-oriented mindset.']","['Design and develop test cases for software tools and websites to verify product functionality according to user requirements.', 'Write clear and concise bug reports and scenarios to ensure clear communication with the software developer.', 'Approve updates to the software tools and websites while ensuring product efficiency.', 'Maintain and manage manual and automated scripts and test databases.', 'Write complex SQL queries for data retrieval.', 'Test software releases by executing assigned tests (manual and/or automated).\xa0', 'Test web services and APIs.', 'Support the team with testing tasks as required.', 'Report overall project status and generate statistics.']",القاهرة مصر
Software Testing Engineer,Foodics,"['Test current products, report issues through bug-tracking system and identifying deficiencies and suggest solutions to identified product problems', 'Identify key KPIs for product quality, investigate product quality in order to make improvements to achieve better customer satisfaction', 'Design test cases on test management tools, then prioritize, plan and coordinate testing activities and work towards departmental and project deadline', 'Work with software developers and project support teams and provide objective feedback to project teams', ' Run manual and automated tests and communicate findings to technical and non-technical colleagues', 'Test in different environments including web and mobile', 'Review testing documentation']","['Bachelor’s degree in Computer Science, Product Management or relevant field ', '1 -2 years of experience in a related field', 'Excellent command of the English language', 'ISTQB certification is a plus', 'Previous working experience as a software developer is a plus', 'Experience with software QA tools and processes', 'Knowledge of smoke testing, regression testing, test case creation', 'Must be flexible to work in a fast-paced and evolving environment']",القاهرة القاهرة مصر
Software Manual Testing Engineer,Khazna,"['Review requirements documents in terms of consistency, completeness, and correctness', 'Create, design, and execute test plans, high level scenarios, requirements traceability matrix and test cases for the products, while documenting all needed steps to verify and explain the reported results', 'Test and validate solution against user story and technical story acceptance criteria, leveraging automation where possible', 'Perform functional and UI testing for new or modified features based on quality and usability standards', 'Prepare test summary report for the deliverable features (test coverage & app confidence)', 'Identify and track bugs throughout testing life cycle ', 'Perform non-functional testing over the product (performance, reliability, stress, and load testing)']","['Bachelor degree in computer engineering, computer science, or similar', '2-3 years of experience in software web and mobile applications testing', 'Thorough understanding of software testing methodologies, QA tools and Agile principles', 'Experience in black and white box testing methodologies and best practices', 'Experience in non-functional testing (performance, stress, and load)', 'Knowledge in Agile methodologies (preferably Scrum)', 'Experience with one or more ALM systems (preferably JIRA)', 'Good problem solving and research skills', 'Good understanding of the full web and mobile stack', 'Debugging and tracing skills', 'Proven ability to manage and prioritize multiple, diverse projects simultaneously', 'ISTQB Foundation Level is a must', 'Knowledge of Test management tools (Zephyr) is a plus']",القاهرة مصر
Software Testing Engineer,Avelabs,"['Understand and analyze requirements including identifying any gaps or missing information needed to perform testing activities.', 'Test cases creation, development, and execution.', 'Perform different levels of software testing (Unit Testing, Integration Testing, and Validation Testing)', 'Analyze executed test cases and confirm that the software behavior is conforming to the requirements documents.', 'Report findings and bugs to the defect management system.', 'Report major findings (System/Software Issues) to customers.', 'Perform test automation.', 'Communicate effectively with other teams and understand the technical aspects.', 'Follow the configuration management process.', ""Maintain Avelabs quality standards for project's deliverables."", 'Handle customer challenges and other project stakeholder ‘s communications.']","['\n\n            مستوى الأقدمية\n          \n\n            مستوى المبتدئين\n          \n', '\n\n          نوع التوظيف\n        \n\n          دوام كامل\n        \n', '\n\n            المهام الوظيفية\n          \n\n            الهندسة\n          \n', '\n\n            المجالات\n          \n\n          الهندسة المدنية\n          \n']",القاهرة قسم المعادي مصر
Software QA Engineer,Siemens,"['3+ years of experience in Quality & Test Automation roles', 'B.Sc. in Computer Science, Computer Engineering, or a related technical field.', 'Very good Experience in API testing & Selenium', 'Experience with the ROBOT automation framework', 'Very good programming skills (Object oriented programming) and scripting skills (Python, bash, etc.)', 'Linux Experience is a must with proven hands-on experience in different distros', 'Experience with developing test cases for different Linux based platforms', 'Experience with development, building, testing and continuous integration tools, for example, Jenkins.', 'Experience with developing automated test cases and working with an automated test framework', 'Experience with Agile Software Development methodology & DevOps lifecycle', 'Familiar with Agile Software development methodology, practices, and tools', 'Excellent verbal and written communication skills', 'Be able to demonstrate a deep understanding of modern software quality assurance methodologies and best of class industry practices.']","['Design, Develop and execute automation test plan objectives prioritizing quality', 'Work with development team to strategize testing, plan release activities and deliverables', 'Build and/or maintain test automation architecture, designs and implementations', 'Be a knowledge expert on automation infrastructure, test orchestration and execution', 'Analyze automated test results, provide continuous status, and defect reporting', 'Participate in code reviews and enforce code quality standards', 'Engage with the entire Engineering team to assist in development and testing objectives', 'Developing and maintaining suites of automated tests ranging from low-level integration tests to system-wide functional regression testing.', 'Identifying, diagnosing, reporting, and assisting developers in resolving defects.', 'Improving product requirements and specifications, providing a testing perspective.', 'Writing and maintaining test plans and test cases for new and existing features.', 'Ability to work successfully as part of a team, sense of urgency, attention to details and quality, good team player. Strong motivation to learn new things and embrace change.']",القاهرة قسم ثان القاهرة الجديدة مصر
Senior Quality Assurance Engineer,noon,"['Test Planning / Execution/ Estimations and Change Handling', 'Testing different aspects of applications.', 'Creating & managing the Test strategy. Performing user interface, integration, adhoc, Regression test, smoke testing.', 'Bug Management and Bug Reporting workflow implementation', 'Provide inputs on high-level test scenarios, challenges, risks, resources and test estimates, during planning.', 'Work collaboratively with engineers on estimation and priorities for testing activities', 'Troubleshooting quality issues and modifying test procedures', 'Conducting analysis checks on product specifications.', 'Responding to requests from the design team and management']","['Degree of BE/BTech/MCA in Computer Science or from a recognized university', 'Experience in Testing, Integration, System testing, Regression, functional testing.', 'Software engineering skills, and a thorough knowledge of SDLC, STLC.', 'Time management and organizational skills and ability to work independently on multiple projects with overlapping timelines', 'Ability to learn quickly and work both independently and in a team.', 'High level Exceptional analytical, conceptual, and problem-solving abilities.', 'Advanced written and verbal communication skills and ', 'Critical thinker and Detail oriented ', 'Hands-on experience in writing code in any one of the programming languages ( Python. Java) ', 'Hands-on Experience in writing scripts in any of the Automation Frameworks ( Native App ,Web App, API Automation with any upmarket tool.', 'Strong Contributor in designing Framework and reporting in any of one Automation (API Automation, Web Automation. Mobile App Automation ) ', 'Strong Database Skills ', 'Proficiency in oral and written English and Arabic Language']",القاهرة مصر
Software Test Engineer | API Testing,Expleo Group,"['Works on multiple phases of a project and/or multiple small projects of moderate scope and sometimes complex assignments. ', ' Takes responsibility for a certain area and conditions as well as results evaluation, problem resolution and planning. ', ' Selects appropriate standards, methods, tools and applications for project use. ', ' Applies data analysis and data modelling techniques to modify or maintain a data structure and its associated components (entity descriptions, relationship descriptions, attribute definitions). ', ' Creates and executes basic non-functional test scripts following a given set of guidelines and sets up test environments, data and monitors. ', ' Designs, codes, tests and documents simple programs or scripts and assists in the implementation of software which forms part of a properly engineered system. ', ' Co-ordinates the information gathering and reporting process, conducting research to define problems and preparing responses to anticipated questions. ', ' Accurately identifies project risks and reports effectively to relevant stakeholders. Manages issues, risks, actions, dependencies, and defects to the success of the project. ', ' Creates traceability records, from test cases back to requirements. Can report on system quality and collects metrics on test cases. ', ' Produces test scripts, materials and regression test packs to test new and amended software or services. ', ' Maintains the status of project and provides guidance to the work of junior team members, works across teams to achieve group goals. ']","[' Bachelor’s Degree in Computer Science, Information Systems, or other related field, or equivalent work experience ', ' Excellent/Fluent Command in written and spoken English language ', ' Experience 1 - 3 years in API testing ', ' ISTQB Foundation ', ' Additional course or certification in Quality Engineering (Preferred) ']",القاهرة القاهرة مصر
Software Test Engineer,Educatly,"['Awareness of the testing importance and processes.', 'Good understanding of the difference between various testing types and approaches.', 'Designing and developing test cases for mobile apps and websites to verify product functionality according toBusiness requirements.', 'Writing clear and concise bug reports and scenarios to ensure clear communication with the development team.', 'Participate in designing testing plans and testing cycles based on the planned releases.', 'Testing software releases by executing assigned test cycles.', 'Ability to test web services and APIs.', 'Maintaining an active log and documentation of all activities.', 'Working closely with software engineers and project managers to ensure all responsibilities are fulfilled.', 'Responsible for the implementation and maintenance of automated tests using tools such as Selenium, JMeter, JUnit, Fitnesse, etc.']","[""Bachelor's degree in Computer Science or Engineering"", 'Excellent attention to detail, to identify defects including Functional/ Non Functional defects.', '2+ years of working experience.', 'Strong knowledge of software QC/QA methodologies, tools and processes', 'Experience in writing automated test scripts.', 'Experience in writing test plans is a plus', 'Experience in writing test scenarios and test cases', 'Experience in handling Load, stress and performance testing', 'Experience in using API testing tools', 'Previous working experience within an agile culture is a must.', 'Fluent written communication and verbal agility are strong assets (in Arabic and English).', 'Action oriented with strong analytical and problem-solving skills', 'Should be flexible and have the ability to research and quickly adapt to new technologies.', 'Ability to work under stress and tight deadlines is a must.']",القاهرة مصر
QA Software Testing,Expleo Group,"[' Co-ordinates work on multiple phases of a project and/or projects of moderate scope or possibly in more complex assignments. Is involved in hands-on testing activities. ', ' Supports and works with QA Analysts. ', ' Works on quality assurance projects using available test frameworks and tools and establishes plans for projects with on-time and on-budget project goals. ', ' Responsible for a certain test area and conditions as well as results evaluation, problem resolution and planning. ', ' Ensures compliance with testing best practices and standards. ', ' Scopes and creates quality assurance plans, data, procedures, and scripts. ', ' Scopes out and creates test coverage, designing specifications and defining conditions for given requirements. ', ' Maintains the integrity of the test environment. ', ' Interprets, reviews and reports test activities and results in accordance with project plans. ', ' Identifies test issues, reporting risks and defining regression tests for current and future projects and logs these as best practices and learning points. ', ' Understands business end-to-end processes and participates in production verification and validation. ', ' Contributes to management reporting including appropriate test metrics on planning, defects and execution. ', ' Deputises for Lead as required. ']","[' Bachelor’s Degree in Computer Science, Information Systems,or other related field, or equivalent work experience ', ' ISTQB Foundation ']",القاهرة القاهرة مصر
